Tarih;Saat;PTF;SMF;Pozitif Dengesizlik Fiyatý (TL/MWh);Negatif Dengesizlik Fiyatý (TL/MWh);SMF Yön
4.08.2025;22:00;3.399,00;3.400,00;3.297,03;3.502,00;Enerji Açýðý
4.08.2025;23:00;3.348,48;3.400,00;3.248,03;3.502,00;Enerji Açýðý
5.08.2025;00:00;3.398,01;3.400,00;3.296,07;3.502,00;Enerji Açýðý
5.08.2025;01:00;3.358,07;3.400,00;3.257,33;3.502,00;Enerji Açýðý
5.08.2025;02:00;3.255,41;3.400,00;3.157,75;3.502,00;Enerji Açýðý
5.08.2025;03:00;3.358,07;3.000,00;2.910,00;3.458,81;Enerji Fazlasý
5.08.2025;04:00;3.343,57;2.297,00;2.228,09;3.443,88;Enerji Fazlasý
5.08.2025;05:00;3.300,00;2.297,00;2.228,09;3.399,00;Enerji Fazlasý
5.08.2025;06:00;2.970,01;2.297,00;2.228,09;3.059,11;Enerji Fazlasý
5.08.2025;07:00;2.852,69;1.744,00;1.691,68;2.938,27;Enerji Fazlasý
5.08.2025;08:00;3.358,07;2.297,00;2.228,09;3.458,81;Enerji Fazlasý
5.08.2025;09:00;3.358,07;2.958,07;2.869,33;3.458,81;Enerji Fazlasý
5.08.2025;10:00;2.958,00;1.744,00;1.691,68;3.046,74;Enerji Fazlasý
5.08.2025;11:00;2.798,00;2.297,00;2.228,09;2.881,94;Enerji Fazlasý
5.08.2025;12:00;2.125,00;650;630,5;2.188,75;Enerji Fazlasý
5.08.2025;13:00;2.997,00;2.997,00;2.907,09;3.086,91;Enerji Açýðý
5.08.2025;14:00;2.527,00;3.290,58;2.451,19;3.389,30;Enerji Açýðý
5.08.2025;15:00;3.100,01;3.400,00;3.007,01;3.502,00;Enerji Açýðý
5.08.2025;16:00;2.999,99;3.400,00;2.909,99;3.502,00;Enerji Açýðý
5.08.2025;17:00;3.358,08;3.400,00;3.257,34;3.502,00;Enerji Açýðý
5.08.2025;18:00;3.358,07;3.400,00;3.257,33;3.502,00;Enerji Açýðý
5.08.2025;19:00;3.399,00;3.400,00;3.297,03;3.502,00;Enerji Açýðý
5.08.2025;20:00;3.399,00;3.400,00;3.297,03;3.502,00;Enerji Açýðý
5.08.2025;21:00;3.399,00;3.400,00;3.297,03;3.502,00;Enerji Açýðý
5.08.2025;22:00;3.358,08;3.400,00;3.257,34;3.502,00;Enerji Açýðý
5.08.2025;23:00;3.200,01;3.400,00;3.104,01;3.502,00;Enerji Açýðý
6.08.2025;00:00;3.399,01;3.400,00;3.297,04;3.502,00;Enerji Açýðý
6.08.2025;01:00;3.399,00;3.400,00;3.297,03;3.502,00;Enerji Açýðý
6.08.2025;02:00;3.300,00;3.400,00;3.201,00;3.502,00;Enerji Açýðý
6.08.2025;03:00;3.259,59;3.400,00;3.161,80;3.502,00;Enerji Açýðý
6.08.2025;04:00;2.901,00;3.290,58;2.813,97;3.389,30;Enerji Açýðý
6.08.2025;05:00;2.864,01;3.351,14;2.778,09;3.451,67;Enerji Açýðý
6.08.2025;06:00;2.880,63;3.000,00;2.794,21;3.090,00;Enerji Açýðý
6.08.2025;07:00;2.249,99;3.400,00;2.182,49;3.502,00;Enerji Açýðý
6.08.2025;08:00;3.290,00;3.400,00;3.191,30;3.502,00;Enerji Açýðý
6.08.2025;09:00;3.300,01;3.400,00;3.201,01;3.502,00;Enerji Açýðý
6.08.2025;10:00;2.400,00;3.400,00;2.328,00;3.502,00;Enerji Açýðý
6.08.2025;11:00;2.843,00;3.400,00;2.757,71;3.502,00;Enerji Açýðý
6.08.2025;12:00;2.600,00;3.400,00;2.522,00;3.502,00;Enerji Açýðý
6.08.2025;13:00;2.792,99;3.400,00;2.709,20;3.502,00;Enerji Açýðý
6.08.2025;14:00;3.280,00;3.400,00;3.181,60;3.502,00;Enerji Açýðý
6.08.2025;15:00;3.333,01;3.400,00;3.233,02;3.502,00;Enerji Açýðý
6.08.2025;16:00;3.094,01;3.400,00;3.001,19;3.502,00;Enerji Açýðý
6.08.2025;17:00;3.359,99;3.392,57;3.259,19;3.494,35;Enerji Açýðý
6.08.2025;18:00;3.349,98;3.382,56;3.249,48;3.484,04;Enerji Açýðý
6.08.2025;19:00;3.399,00;3.400,00;3.297,03;3.502,00;Enerji Açýðý
6.08.2025;20:00;3.399,00;3.400,00;3.297,03;3.502,00;Enerji Açýðý
6.08.2025;21:00;3.356,08;3.388,66;3.255,40;3.490,32;Enerji Açýðý
6.08.2025;22:00;2.985,00;3.400,00;2.895,45;3.502,00;Enerji Açýðý
6.08.2025;23:00;2.947,50;3.400,00;2.859,08;3.502,00;Enerji Açýðý
7.08.2025;00:00;3.398,99;3.400,00;3.297,02;3.502,00;Enerji Açýðý
7.08.2025;01:00;3.349,07;3.400,00;3.248,60;3.502,00;Enerji Açýðý
7.08.2025;02:00;3.118,00;3.118,00;3.024,46;3.211,54;Enerji Açýðý
7.08.2025;03:00;3.349,98;2.299,00;2.230,03;3.450,48;Enerji Fazlasý
7.08.2025;04:00;3.130,00;2.320,00;2.250,40;3.223,90;Enerji Fazlasý
7.08.2025;05:00;2.790,00;2.299,00;2.230,03;2.873,70;Enerji Fazlasý
7.08.2025;06:00;2.400,00;3.000,00;2.328,00;3.090,00;Enerji Açýðý
7.08.2025;07:00;2.659,99;3.118,88;2.580,19;3.212,45;Enerji Açýðý
7.08.2025;08:00;3.249,90;2.199,00;2.133,03;3.347,40;Enerji Fazlasý
7.08.2025;09:00;3.129,99;3.290,58;3.036,09;3.389,30;Enerji Açýðý
7.08.2025;10:00;2.894,00;3.118,88;2.807,18;3.212,45;Enerji Açýðý
